"Group Name","Patch Name","Files Changed","Upstream","Tracked-On"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0412-ov2685-enable-AWB-lock.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-37223"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Changing-acpi-ID-to-the-sensor-ov2685.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-7449"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0328-atomisp2-Move-update-flags-into-css_stream-structure.patch",4,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0329-atomisp2-Update-global-parameters-once-each-frame.patch",2,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0330-atomisp2-Revise-zoom-factor-configuration.patch",2,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0332-atomisp2-Re-queue-per-frame-parameters-in-recovery.patch",2,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0334-atomisp2-Make-up-per-frame-config-based-on-global.patch",4,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0331-atomisp2-Revise-dvs-coefficients-configuration.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0333-atomisp2-Set-MIPI-buffer-size-for-each-stream.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0349-atomisp-no-stop-SP-if-start-err.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-27935"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0354-atomisp2-clean-parameters-after-css-is-stopped.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0377-atomisp2-correct-wdt_refresh-flow-in-isr_thread.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-30168"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0396-atomisp-qbuf-return-error-if-get-info-failed.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-35864"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0398-fix-the-css-shading-table-memory-leak.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-35973"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0339-atomisp-dvfs-disable-on-1066MHz.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-27418"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0340-atomisp-add-door-bell-for-ddr-dvfs-on-cht.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-27418"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0341-atomisp-WA-sleep-10ms-when-power-up-ISP-on-byt.patch",1,"No","https://jira01.devtools.intel.com/browse/GMINL-7911"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0344-atomisp-add-one-css-reset-event-for-HAL.patch",2,"No","#JIMINAN-25665"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0345-atomisp2-correct-atomisp_css_recover-flow.patch",1,"No","#JIMINAN-25665"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0346-atomisp-remove-setting-buf-invalid-after-ISP-recover.patch",3,"No","#JIMINAN-25665"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0348-atomisp2-fix-DFS-adjustment-in-stream-off-capture.patch",1,"No","https://hsdes.intel.com/home/default.html"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0355-atomisp2-Update-global-parameters-at-stream-on.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0356-atomisp2-Clear-update-flags-after-parameters-are-set.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0357-atomisp-add-standalone-video-node-on-acc-control-for.patch",10,"No","#JIMINAN-30614"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0417-pm-Skip-atomisp-fwload-in-COS.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-38642"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0366-atomisp2-Revise-checking-condition-for-copy-pipe.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0385-atomisp2-NOT-get-bq-info-from-a-NULL-stream.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0358-atomisp2-clear-resolution-setting-for-node.patch",1,"No","#H1204625895"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0378-atomisp2-fix-panic-on-acc-video-node-close.patch",1,"No","IMINAN-35108"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0384-atomisp2-correct-pipe-setting-when-raw-image-capture.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-35328"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0359-atomisp2-Remove-redundant-code.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0360-atomisp2-Revise-dvs-coefficents-setting.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0372-atomisp2-set-isp-freq.-to-max-when-dual-camera-run.patch",1,"No","IMINAN-30168"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0382-atomisp2-add-edge-enhancement-interface-for-SoC-sens.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-34925"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0387-atomisp2-Fix-video-zoom-flicker.patch",4,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0393-atomisp-fix-atomisp_fops.c-compile-error.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-36364"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0363-gc2235-Add-more-video-resolutions.patch",3,"No","https://jira01.devtools.intel.com/browse/IMINAN-27057"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0413-gc2235-optimize-L2P.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-28649"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0364-gc2235-Fix-corruption-in-1296x736-resolution.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-31103"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0365-gc2235-Fix-reported-framerates-for-1600x1200-resolut.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-25776"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0386-adjust-the-resolution-to-remove-the-green-color-line.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-28890"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0405-gc2235-set-the-mipi-parameter-according-120M.patch",2,"No","https://jira01.devtools.intel.com/browse/IMINAN-36926"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0408-adjust-sensor-registers-to-reduce-reddish-during-sen.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-31108"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0463-fix-the-antibanding-doesn-t-work-issue.patch",2,"No","https://jira01.devtools.intel.com/browse/GMINL-13198"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0390-atomisp2-not-stop-css-when-start-css-failed.patch",2,"No","https://jira01.devtools.intel.com/browse/IMINAN-27935"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0397-atomisp2-fix-kw-issues-in-atomisp-driver.patch",2,"No","#JIMINAN-35074"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0449-atomisp2-add-unlocked_ioctl.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-38502"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0414-atomisp2-Fix-resolution-selection-for-SDV-mode.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0391-atomisp2-Add-handling-for-V4L2_CID_EXPOSURE_AUTO.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0421-ov8858-Remove-group-hold-when-setting-exposure-gain.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-37865"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0422-ov8858-add-v1p2-core-power-control.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-37622"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0424-ov8858-Delete-V4L2_CID_TEST_PATTERN-handling.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-39349"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0432-OV8858-Move-otp-data-init-to-ov8858-probe.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-39525"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0440-ov8858-dw9718-add-some-log-to-debug-power-issue.patch",2,"No","https://jira01.devtools.intel.com/browse/IMINAN-39671"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0445-Revert-dw9718-Add-power-down-sequence.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-40956"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0458-ov8858-exchange-s_power-and-update_setting.patch",2,"No","https://jira01.devtools.intel.com/browse/GMINL-14159"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0427-ov8858-remove-1080p-video-resolution.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-39241"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0428-ov8858-add-new-setting-for-480p-SDV-mode.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-38188"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0431-ov8858-Remove-setting-2592x1466.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0442-OV8858-Added-1640x1232-sensor-setting.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-40714"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0447-ov8858-Add-3276x1848-sensor-setting.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-35037"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0435-atomisp2-use-atomisp_update_capture_mode-to-select-c.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-38327"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0438-atomisp2-implement-wdt-on-each-pipe-instead-of-on-st.patch",7,"No","https://jira01.devtools.intel.com/browse/IMINAN-38301"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0444-atomisp2-Do-NOT-access-the-userspace-address-directl.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-40936"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0446-atomisp2-check-per_frame_setting-not-applied-on-vf_p.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-40924"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Fix-Coding-Issues-in-camera.patch",5,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-Modify-the-crop-region-mapping-algorithm.patch",1,"No","https://jira01.devtools.intel.com/browse/GMINL-14109"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-deadlock-when-cancel-wdt_work.patch",2,"No","OAM-11082"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0371-pixter-Add-GMIN-support.patch",2,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0374-pixter-Report-MIPI-clock-frequency-to-atomisp.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0375-pixter-Add-metadata-support.patch",2,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0376-atomisp2-Clean-up-unused-code.patch",4,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0400-atomisp2-clean-up-incorrect-log-print-in-acc-running.patch",2,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0394-atomisp2-Enable-ftrace-IPU-C-P-state-and-utilization.patch",3,"No","https://jira01.devtools.intel.com/browse/IMINAN-36335"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0433-atomisp2-improve-ISP-work-frequency-to-356MHz-for-YU.patch",2,"No","IMINAN-31190"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-Increase-ISP-frequency-of-1080P-video.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0455-atomisp2-Change-re-triggering-capture-condition.patch",4,"No","https://jira01.devtools.intel.com/browse/IMINAN-36960"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Add-ioctl-ATOMISP_IOC_S_SENSOR_RUNMODE-to-set-sensor.patch",4,"No","https://jira01.devtools.intel.com/browse/OAM-7449"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-fix-kernel-panic-when-VIDIOC_S_FMT-is-set-t.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-7449"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-WORKAROUND-assign-default-OB2-param-for-BTN.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0439-atomisp2-css2401-and-2401_legacy-irci_master_2015070.patch",907,"No","https://jira01.devtools.intel.com/browse/IMINAN-40868"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0441-atomisp2-css2401-and-2401_legacy-irci_master_2015070.patch",16,"No","https://jira01.devtools.intel.com/browse/IMINAN-40985"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0448-atomisp2-css2401-and-2401_legacy-irci_master_2015071.patch",28,"No","https://jira01.devtools.intel.com/browse/IMINAN-41299"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0450-atomisp2-css2401-and-2401_legacy-irci_master_2015071.patch",12,"No","https://jira01.devtools.intel.com/browse/IMINAN-41727"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0451-atomisp2-css2401-and-2401_legacy-irci_master_2015071.patch",765,"No","https://jira01.devtools.intel.com/browse/IMINAN-41834"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0454-atomisp2-css2401-and-2401_legacy-irci_master_2015072.patch",19,"No","https://jira01.devtools.intel.com/browse/IMINAN-42071"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0456-atomisp2-css2401-and-2401_legacy-irci_master_2015072.patch",29,"No","https://jira01.devtools.intel.com/browse/IMINAN-42337"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0457-atomisp2-css2401-and-2401_legacy-irci_master_2015080.patch",13,"No","https://jira01.devtools.intel.com/browse/IMINAN-42463"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0460-atomisp2-css2401-and-2401_legacy-irci_master_2015080.patch",9,"No","https://jira01.devtools.intel.com/browse/IMINAN-42591"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0462-atomisp2-css2401-and-2401_legacy-irci_master_2015082.patch",616,"No","https://jira01.devtools.intel.com/browse/IMINAN-43419"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-css-fix-one-kw-issue.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-18671"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-css-fix-zero-division-issue.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-20326"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","CSS-workaround-to-prevent-refcount-crash.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-4372"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0465-atomisp2-css2401-and-2401_legacy-irci_master_2015091.patch",13,"No","https://jira01.devtools.intel.com/browse/IMINAN-43419"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","cam-0466-remove-the-generated-make-files.patch",1,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Fix-access-to-VCM-as-a-V4L2-subdevice.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-7449"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Get-an-updated-exposure-value.patch",3,"No","https://jira01.devtools.intel.com/browse/OAM-7449"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-enable-ion-framework-in-driver.patch",8,"No","https://jira01.devtools.intel.com/browse/OAM-7449"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-css2400-and-2401-irci_ecr-master_20151129_1.patch",68,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-Add-the-interface-to-select-isp-pipe-versio.patch",4,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-add-atomisp_css_set_ob2_config.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-only-enable-V4L2_CID_ATOMISP_SELECT_ISP_VER.patch",3,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Delete-VCM-power-on-platform-Brightonshores.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-8243"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","imx-disable-VCM-power-operation-by-default.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-7449"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","imx227-Add-IMX227-driver-for-BTNS.patch",4,"No","https://jira01.devtools.intel.com/browse/OAM-7449"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","imx227-Add-a-VGA-30fps-option.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","imx227-add-1080P-30FPS-setting.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Fix-license-issue.patch",174,"No","https://jira01.devtools.intel.com/browse/OAM-15122"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","imx-In-BTNS-get-imx227-resolution-without-ratio.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Revert-camera-ov5693-and-mt9m114-device-power_up-ret.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Revert-The-implementation-of-the-OTP-reading-functio.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Revert-atomisp-Switch-of-ISP-if-firmware-loading-fai.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Revert-atomisp2-Fix-pm_qos-handling-in-probe-s-failu.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-Fix-pm_qos-handling-in-probe-s-failure-path.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-Switch-of-ISP-if-firmware-loading-fails.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-Fix-klockwork-critical-issue-in-atomisp-driv.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-18671"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-fix-NULL-dereferenced-issue.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-20326"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Revert-atomisp2-Fix-hmm-memtrack-report.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Revert-atomisp-Fix-memtrack-support.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Revert-atomisp-Add-memtrack-support.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-Add-memtrack-support.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-Fix-memtrack-support.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-Fix-hmm-memtrack-report.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","The-implementation-of-the-OTP-reading-function-for-o.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","camera-ov5693-device-power_up-retries.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","camera-Robust-ov5693-detection.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-17530"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","ov8858-add-a-dedicated-ov8858-header-file-for-BTNS.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","ov8858-modify-ov8858-settings-for-BTNS.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","ov8858-enable-embedded-meta-data.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-13813"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","OV8858-fix-horizontal-mirror-issue.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-15122"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","ov8858-check-vcm_driver-init-is-valid.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-9279"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","ov8858-support-V4L2_CID_LINK_FREQ-for-BTNS.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-css2400-and-2401-irci_ecr-master_20151208_2.patch",20,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-css2400-and-2401-irci_ecr-master_20151212_1.patch",4,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-Add-two-new-format-ISP2.7.patch",4,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-Add-conditional-compilation-for-YUV420_16-Y.patch",3,"No","https://jira01.devtools.intel.com/browse/OAM-13009"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-WORKAROUND-Hardcoded-5MP-crop-for-BTNS.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-15122"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-detect-exp_id-wrap-back-by-5-frames-ahead.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-15952"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-css2400-and-2401-irci_ecr-master_20151227_0.patch",4,"No","https://jira01.devtools.intel.com/browse/OAM-15122"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","css-integrate-isp2400-and-2401-ia_css_20151229_1822.patch",5,"No","https://jira01.devtools.intel.com/browse/OAM-15122"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-css2400-and-2401-irci_ecr-master_20160107_1.patch",38,"No",""
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-css2400-and-2401-irci_ecr-master_20160121_0.patch",13,"No","https://jira01.devtools.intel.com/browse/OAM-17482"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-Integrate-isp2400-and-2401-20160125_1250.patch",7,"No","https://jira01.devtools.intel.com/browse/OAM-17482"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-modify-capt_pp_in_res-for-ISP2.7.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-15952"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-set-effective_res-crop-for-ISP2.7.patch",4,"No","https://jira01.devtools.intel.com/browse/OAM-15952"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-kernel-configuration-change-align-with-BTNS.patch",5,"No","https://jira01.devtools.intel.com/browse/OAM-16657"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-Add-some-new-parameters-for-isp2.7.patch",5,"No","https://jira01.devtools.intel.com/browse/OAM-17482"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-always-turn-off-DZ-for-ISP2.7.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-17482"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp-Remove-default-OB2-param-for-BTNS-project.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-17482"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","atomisp2-delay-flushing-the-delayed_init_work-thread.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-17482"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","OV8858-Enabling-sensor-ov8858-for-CHT-T3-MRD.patch",3,"No","https://jira01.devtools.intel.com/browse/OAM-20598"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","OV8858-Fix-BLC-registers-for-sensor-ov8858.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-22350"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","ov8858-Fix-power-rails.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-23997"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Reduce-the-init_call-footprint.patch",3,"No","https://jira01.devtools.intel.com/browse/OAM-26088"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","ov8858-CHT_MRD-Fix-PLL-configurations.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-22148"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","ov8858-W-A-to-sync-exposure-settings.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-28223"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Camera-ov8858-Apply-OTP.patch",2,"No","https://jira01.devtools.intel.com/browse/OAM-28824"
"drivers/external_drivers/camera/drivers/media/pci/atomisp2/css","Camera-ov8858-Improve-DFC.patch",1,"No","https://jira01.devtools.intel.com/browse/OAM-28858"
